,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
2762,other,1226.0,3,1,135.0,2,11011.419249592169
2763,Begur Road,680.0,4,1,68.0,3,10000.0
2764,other,1100.0,2,1,70.0,2,6363.636363636364
2766,5th Phase JP Nagar,1450.0,2,1,58.0,2,4000.0
2767,Singasandra,3366.0,4,3,120.0,4,3565.0623885918003
2768,Sahakara Nagar,1150.0,2,1,54.0,2,4695.652173913043
2769,Kanakpura Road,1843.0,3,2,95.84,3,5200.217037438958
2770,other,2200.0,4,2,195.0,4,8863.636363636364
2771,Bommanahalli,1090.0,3,2,44.0,2,4036.697247706422
2772,Kaggadasapura,1132.0,2,2,42.0,2,3710.2473498233217
2773,Hulimavu,1375.0,2,2,80.0,2,5818.181818181818
2775,Thanisandra,760.0,1,2,50.3,1,6618.421052631579
2776,Kaggadasapura,1180.0,2,2,65.0,2,5508.474576271186
2777,Jigani,918.0,2,2,45.0,2,4901.9607843137255
2778,Rachenahalli,600.0,5,4,50.0,5,8333.333333333334
2779,Margondanahalli,1200.0,1,0,53.0,2,4416.666666666667
2780,HSR Layout,1372.0,2,1,61.0,2,4446.064139941691
2782,Ardendale,1728.0,3,2,95.0,3,5497.685185185185
2784,BTM 2nd Stage,1200.0,2,2,80.0,2,6666.666666666667
2785,6th Phase JP Nagar,1280.0,2,1,56.0,2,4375.0
2787,other,1455.0,2,2,56.0,3,3848.7972508591065
2788,Rachenahalli,440.0,1,0,28.0,1,6363.636363636364
2789,Kanakpura Road,1500.0,3,2,97.0,3,6466.666666666667
2790,Whitefield,1800.0,3,2,110.0,3,6111.111111111111
2791,Mysore Road,1525.0,3,2,96.0,3,6295.081967213115
2793,Old Madras Road,1225.0,2,1,53.55,2,4371.428571428572
2795,Bannerghatta Road,1650.0,3,2,122.0,3,7393.939393939394
2797,other,4200.0,4,2,255.0,4,6071.428571428572
2798,other,1200.0,2,0,55.0,2,4583.333333333333
2800,9th Phase JP Nagar,1005.0,2,1,42.0,2,4179.104477611941
2801,Whitefield,1562.0,3,2,103.0,3,6594.110115236876
2802,Devanahalli,5000.0,5,2,395.0,4,7900.0
2805,Kasavanhalli,1555.0,3,2,82.5,3,5305.4662379421225
2806,KR Puram,1550.0,2,1,71.0,2,4580.645161290323
2807,Whitefield,1190.0,2,2,67.0,2,5630.252100840336
2808,Chikkalasandra,1070.0,2,2,50.0,2,4672.897196261682
2810,Jalahalli East,1020.0,2,1,42.48,2,4164.705882352941
2811,Yelahanka,1610.0,3,1,115.0,3,7142.857142857143
2812,other,700.0,1,1,41.0,1,5857.142857142857
2813,other,1300.0,2,1,49.0,3,3769.230769230769
2814,Hebbal,1420.0,2,1,123.0,2,8661.971830985916
2815,Vidyaranyapura,1200.0,9,2,100.0,9,8333.333333333334
2816,Hebbal,1069.0,3,2,65.4,3,6117.867165575305
2817,Marathahalli,1900.0,3,3,123.0,3,6473.684210526316
2818,Old Airport Road,1655.0,2,1,97.65,2,5900.302114803625
2820,Sarjapur  Road,1300.0,2,2,70.0,3,5384.615384615385
2821,Electronic City,1100.0,2,2,45.0,2,4090.909090909091
2822,Doddathoguru,1030.0,2,2,42.0,2,4077.669902912621
2824,Bhoganhalli,1700.0,3,2,126.0,3,7411.764705882353
2825,Jakkur,1760.0,3,2,139.0,3,7897.727272727273
2827,other,1400.0,2,1,67.0,2,4785.714285714285
2828,other,1200.0,2,0,53.0,2,4416.666666666667
2829,Bannerghatta Road,912.0,2,1,55.0,2,6030.701754385965
2830,Whitefield,1102.0,2,1,48.0,2,4355.716878402904
2831,other,1535.0,3,1,55.0,3,3583.061889250814
2832,Haralur Road,1243.0,2,2,46.0,2,3700.7240547063557
2833,Jigani,918.0,2,2,63.2,2,6884.531590413943
2834,Begur Road,1500.0,2,3,70.0,3,4666.666666666667
2835,other,3000.0,3,0,250.0,3,8333.333333333334
2836,Kasavanhalli,1476.0,3,0,89.0,3,6029.810298102981
2837,Mysore Road,1200.0,2,3,65.0,2,5416.666666666667
2838,Vijayanagar,606.0,1,0,34.78,1,5739.273927392739
2839,other,1100.0,2,3,61.0,2,5545.454545454545
2840,Garudachar Palya,1295.0,2,1,59.5,3,4594.594594594595
2841,other,527.0,1,0,26.0,1,4933.586337760911
2842,OMBR Layout,1300.0,2,2,80.0,2,6153.846153846154
2843,Bommanahalli,680.0,4,1,68.0,3,10000.0
2845,Koramangala,1140.0,2,1,75.2,2,6596.491228070176
2847,Whitefield,2321.0,4,1,128.0,3,5514.864282636794
2848,Sarjapur  Road,1390.0,2,2,62.0,2,4460.431654676259
2849,Sarjapur  Road,1725.0,3,3,90.0,3,5217.391304347826
2850,Hebbal,3067.0,4,1,310.0,4,10107.597000326052
2851,Hennur Road,1186.0,2,1,63.0,3,5311.973018549747
2852,Kanakpura Road,1230.0,2,1,85.0,2,6910.569105691057
2854,Yeshwanthpur,1313.0,3,1,96.0,3,7311.500380807312
2855,TC Palaya,900.0,2,0,55.0,2,6111.111111111111
2856,Ambalipura,1250.0,2,2,66.25,2,5300.0
2858,Binny Pete,660.0,1,1,54.0,1,8181.818181818182
2859,Basavangudi,1036.0,2,2,105.0,2,10135.135135135135
2861,Old Madras Road,1100.0,2,1,70.0,2,6363.636363636364
2864,Singasandra,525.0,5,2,56.0,4,10666.666666666666
2865,Electronics City Phase 1,1015.0,2,1,56.0,2,5517.241379310345
2867,other,1360.0,2,2,65.0,3,4779.411764705882
2868,Nehru Nagar,2167.0,3,3,170.0,3,7844.946931241348
2870,other,1165.0,2,2,75.0,2,6437.768240343347
2871,BTM 2nd Stage,1274.0,2,2,70.0,2,5494.505494505494
2873,Vidyaranyapura,1060.0,6,3,110.0,6,10377.358490566037
2874,Thubarahalli,1626.0,2,2,120.0,3,7380.073800738008
2876,other,1272.0,4,0,75.0,3,5896.226415094339
2877,other,965.0,2,1,45.0,2,4663.21243523316
2878,other,1600.0,5,2,140.0,5,8750.0
2879,Kothannur,1070.0,2,1,42.79,2,3999.0654205607475
2880,Raja Rajeshwari Nagar,1570.0,2,2,65.0,3,4140.127388535032
2883,other,1000.0,2,1,65.0,3,6500.0
2885,Tindlu,7500.0,7,2,400.0,7,5333.333333333333
2886,5th Phase JP Nagar,1700.0,2,3,100.0,3,5882.35294117647
2887,Haralur Road,1850.0,3,2,110.0,3,5945.945945945946
2889,other,1121.0,2,1,43.72,2,3900.0892060660126
2890,7th Phase JP Nagar,1385.0,2,2,58.17,3,4200.0
2891,Sahakara Nagar,1270.0,2,1,69.85,2,5499.999999999999
2892,Kanakpura Road,1450.0,3,3,56.0,3,3862.0689655172414
2894,Mahadevpura,730.0,1,1,35.0,1,4794.520547945205
2896,Thanisandra,1111.0,2,1,50.0,2,4500.450045004501
2897,Kengeri,1125.0,2,1,88.0,4,7822.222222222223
2898,Varthur,977.0,2,2,36.0,2,3684.74923234391
2901,Sarjapur,2540.0,4,1,115.0,4,4527.55905511811
2902,Jakkur,1290.0,2,1,100.0,2,7751.937984496124
2904,Abbigere,795.0,2,1,32.54,2,4093.0817610062895
2905,Kanakpura Road,700.0,1,1,35.0,2,5000.0
2906,other,1463.0,1,1,142.0,2,9706.083390293916
2908,other,1306.0,2,2,58.0,3,4441.04134762634
2909,other,2401.0,3,2,185.0,3,7705.12286547272
2910,other,1670.0,3,0,135.0,4,8083.832335329342
2912,other,1200.0,3,1,90.0,3,7500.0
2913,Dodda Nekkundi,1804.0,3,2,121.0,3,6707.317073170731
2914,1st Phase JP Nagar,2065.0,4,1,210.0,3,10169.49152542373
2916,Thanisandra,1185.0,2,0,58.68,2,4951.898734177215
2917,Bellandur,900.0,2,2,56.0,2,6222.222222222223
2918,Binny Pete,1350.0,2,1,91.0,2,6740.740740740741
2919,Kaggalipura,700.0,1,0,36.0,1,5142.857142857143
2921,Poorna Pragna Layout,1160.0,2,1,46.39,2,3999.137931034483
2922,Hennur Road,1680.0,3,2,99.27,3,5908.928571428572
2923,LB Shastri Nagar,1043.0,2,2,55.0,2,5273.250239693192
2924,other,1200.0,4,1,120.0,4,10000.0
2925,Hebbal,1040.0,2,2,46.0,2,4423.076923076923
2926,Tindlu,1357.0,2,2,65.0,3,4789.977892409727
2927,other,1600.0,7,1,104.0,7,6500.0
2928,other,1225.0,2,2,47.0,2,3836.734693877551
2929,other,1500.0,6,1,80.0,9,5333.333333333333
2930,Yelachenahalli,1130.0,2,2,40.0,2,3539.8230088495575
2931,Basavangudi,2500.0,4,1,150.0,4,6000.0
2932,Sultan Palaya,1700.0,3,3,120.0,3,7058.823529411765
2933,Doddathoguru,1549.0,3,2,65.0,3,4196.255648805681
2934,Yeshwanthpur,1400.0,2,2,100.0,2,7142.857142857143
2935,Dodda Nekkundi,1080.0,2,2,50.0,2,4629.62962962963
2936,Ulsoor,1180.0,2,2,100.0,2,8474.57627118644
2938,Domlur,1800.0,3,2,150.0,3,8333.333333333334
2939,Haralur Road,1225.0,2,1,67.38,2,5500.408163265306
2940,other,890.0,1,1,75.0,1,8426.966292134832
2941,Abbigere,1005.0,2,1,39.59,2,3939.303482587065
2942,Whitefield,1320.0,2,1,95.0,2,7196.969696969697
2944,Kudlu Gate,1707.0,3,2,99.745,3,5843.2923257176335
2945,other,1110.0,2,2,51.0,2,4594.594594594595
2946,other,1300.0,2,0,54.0,2,4153.846153846154
2948,Electronic City,1128.0,2,1,65.35,2,5793.439716312056
2949,Jakkur,1452.19,2,1,100.0,2,6886.151261198604
2951,Banashankari,2600.0,4,1,135.0,3,5192.307692307692
2953,Sanjay nagar,630.0,1,1,35.0,2,5555.555555555556
2954,Hosa Road,1243.0,2,2,48.5,2,3901.850362027353
2956,other,1690.0,3,2,100.0,3,5917.15976331361
2957,Whitefield,735.0,2,1,35.0,2,4761.9047619047615
2958,Banaswadi,1365.0,2,2,73.0,2,5347.985347985348
2959,Rajaji Nagar,2849.0,5,0,300.0,5,10530.01053001053
2960,Hebbal,1420.0,2,1,99.39,2,6999.295774647887
2961,Somasundara Palya,1570.0,3,3,68.0,3,4331.210191082802
2962,Bisuvanahalli,850.0,1,1,32.0,2,3764.705882352941
2963,7th Phase JP Nagar,1575.0,2,2,110.0,3,6984.126984126984
2964,Thigalarapalya,1418.0,2,2,104.0,2,7334.273624823695
2965,Uttarahalli,1050.0,2,1,42.0,2,4000.0
2966,Hennur Road,1065.0,2,1,42.6,2,4000.0
2967,Ulsoor,1340.0,3,0,90.0,3,6716.417910447762
2968,Yelahanka New Town,1610.0,3,2,92.0,3,5714.285714285715
2970,Kudlu,1092.0,2,2,44.0,2,4029.3040293040294
2971,Parappana Agrahara,1194.0,2,2,47.0,2,3936.348408710218
2972,Yelahanka,1455.0,3,1,61.5,3,4226.80412371134
2974,other,799.0,2,1,38.0,2,4755.944931163955
2975,Whitefield,1896.0,3,1,75.0,3,3955.6962025316457
2976,Ardendale,1100.0,2,1,48.0,2,4363.636363636364
2977,Bellandur,1350.0,2,1,79.0,2,5851.851851851852
2978,other,1355.0,3,1,61.0,3,4501.845018450184
2979,Electronic City,1128.0,2,1,65.0,2,5762.41134751773
2980,other,1350.0,2,0,90.0,2,6666.666666666667
2982,Kasavanhalli,1493.0,3,2,82.0,3,5492.297387809779
2983,8th Phase JP Nagar,1098.0,2,1,43.91,2,3999.089253187614
2984,Banashankari,1900.0,2,1,170.0,3,8947.368421052632
2985,other,1460.0,3,2,88.0,3,6027.397260273972
2987,Horamavu Banaswadi,1600.0,5,3,140.0,5,8750.0
2989,Yelahanka,1180.0,2,3,42.0,2,3559.322033898305
2990,Kanakpura Road,1366.0,3,1,76.85,2,5625.915080527086
2991,other,1685.0,3,2,95.0,3,5637.982195845697
2992,Koramangala,1260.0,2,3,100.0,2,7936.507936507936
2993,Whitefield,3010.0,3,2,200.0,3,6644.518272425249
2994,Ramamurthy Nagar,1330.0,4,1,140.0,3,10526.315789473685
2995,Mallasandra,1200.0,2,0,130.0,2,10833.333333333334
2996,Whitefield,1346.0,2,1,96.17,2,7144.873699851411
2998,Sarjapur  Road,1476.0,3,2,98.94,3,6703.252032520325
2999,7th Phase JP Nagar,1850.0,3,2,140.0,3,7567.5675675675675
3001,Electronic City,755.0,1,1,34.0,2,4503.311258278146
3003,Parappana Agrahara,1194.0,2,2,46.0,2,3852.5963149078725
3004,Whitefield,3850.0,5,2,316.0,3,8207.792207792209
3005,Hebbal,4235.0,4,2,365.0,4,8618.654073199528
3006,other,800.0,1,0,52.0,1,6500.0
3007,Rachenahalli,2250.0,3,1,195.0,3,8666.666666666666
3008,Vijayanagar,1352.0,2,2,68.0,2,5029.585798816568
3009,Thanisandra,2002.0,3,2,112.0,3,5594.4055944055945
3010,other,4000.0,5,1,280.0,4,7000.0
3011,Kaval Byrasandra,1060.0,2,2,45.0,2,4245.2830188679245
3012,Kanakpura Road,1419.59,2,1,59.0,3,4156.129586711656
3013,Raja Rajeshwari Nagar,1196.0,2,2,51.15,2,4276.755852842809
3015,Electronics City Phase 1,1595.0,3,2,75.0,3,4702.194357366771
3016,Banashankari,1260.0,2,3,75.0,2,5952.380952380952
3017,Hebbal,1100.0,2,2,47.0,2,4272.727272727273
3018,Frazer Town,1550.0,2,2,140.0,2,9032.258064516129
3019,other,1180.0,2,3,52.0,2,4406.779661016949
3020,Electronic City,4000.0,5,1,150.0,4,3750.0
3021,Akshaya Nagar,1662.0,3,2,85.0,3,5114.320096269555
3022,Hennur,1285.0,2,1,60.0,2,4669.260700389105
3023,Akshaya Nagar,1080.0,4,1,75.0,4,6944.444444444444
3024,Ambedkar Nagar,1862.0,3,2,119.0,3,6390.977443609023
3027,Raja Rajeshwari Nagar,1560.0,2,2,62.4,3,4000.0
3029,Thanisandra,1634.0,3,3,78.0,3,4773.561811505508
3030,Ambedkar Nagar,5530.0,5,3,627.0,5,11338.155515370705
3031,Whitefield,1150.0,2,3,44.0,3,3826.086956521739
3032,other,1100.0,2,1,53.0,2,4818.181818181818
3033,Yelahanka,1616.0,3,1,65.0,3,4022.2772277227723
3034,Nagavarapalya,1392.0,2,1,99.0,2,7112.068965517241
3035,Jakkur,1798.0,3,1,120.0,3,6674.082313681869
3036,Babusapalaya,1675.0,3,3,75.0,3,4477.611940298508
3037,other,792.0,2,1,70.0,2,8838.38383838384
3038,other,2000.0,4,1,103.0,5,5150.0
3040,Hebbal,1700.0,3,2,124.0,3,7294.117647058823
3041,Hulimavu,1248.0,2,1,69.0,2,5528.846153846154
3042,other,1147.0,2,1,54.0,2,4707.933740191805
3043,Sultan Palaya,1100.0,2,2,40.0,2,3636.3636363636365
3044,Vijayanagar,1527.0,3,2,115.0,3,7531.106745252128
3045,other,2400.0,5,2,235.0,5,9791.666666666666
3046,Kanakpura Road,525.0,1,1,25.0,1,4761.9047619047615
3047,Kaggadasapura,1100.0,2,3,58.0,2,5272.727272727273
3049,Kanakapura,1476.0,3,1,75.0,3,5081.30081300813
3050,other,2100.0,3,1,75.0,3,3571.4285714285716
3051,other,1215.0,2,2,46.5,3,3827.1604938271603
3052,Ambalipura,1332.0,2,1,79.0,2,5930.930930930931
3053,Hennur Road,1350.0,2,3,49.0,2,3629.6296296296296
3055,Haralur Road,1243.0,2,2,46.0,2,3700.7240547063557
3056,NGR Layout,1105.0,2,2,49.73,2,4500.4524886877825
3058,Kasavanhalli,1200.0,2,2,50.0,2,4166.666666666667
3059,Ramagondanahalli,1251.0,2,1,47.4,2,3788.968824940048
3060,Kambipura,883.0,2,1,45.0,2,5096.262740656852
3061,Pai Layout,1400.0,2,3,67.0,3,4785.714285714285
3063,Hegde Nagar,1703.0,3,2,113.0,3,6635.3493834409865
3064,NRI Layout,2500.0,5,3,130.0,5,5200.0
3065,Varthur,1250.0,3,2,71.0,3,5680.0
3066,Jigani,933.0,2,2,43.0,2,4608.788853161844
3067,other,461.82,1,1,31.7,1,6864.146204148803
3068,Brookefield,1262.0,2,1,75.0,2,5942.947702060222
3069,Yelahanka,915.0,2,2,48.0,2,5245.901639344263
3070,Panathur,1370.0,2,2,61.5,3,4489.051094890511
3071,Malleshpalya,1210.0,2,3,55.0,2,4545.454545454545
3072,other,2392.0,4,2,260.0,3,10869.565217391304
3073,other,1500.0,2,0,85.0,3,5666.666666666667
3074,other,1065.0,2,3,50.0,2,4694.835680751174
3076,Ramamurthy Nagar,1515.0,3,3,65.0,3,4290.42904290429
3077,other,1800.0,4,3,110.0,4,6111.111111111111
3079,Uttarahalli,1300.0,2,1,55.0,3,4230.7692307692305
3080,Vijayanagar,989.0,2,0,60.0,2,6066.734074823054
3081,Jakkur,1300.0,2,1,85.0,2,6538.461538461538
3083,Battarahalli,1350.0,3,1,110.0,5,8148.148148148148
3084,Marathahalli,1045.0,2,3,60.0,2,5741.626794258374
3085,other,1205.0,2,2,42.18,2,3500.414937759336
3086,other,1260.0,2,1,75.0,2,5952.380952380952
3088,Ulsoor,1500.0,2,2,125.0,3,8333.333333333334
3090,other,1199.0,2,2,50.0,2,4170.141784820684
3091,Hennur Road,1385.0,2,1,83.09,2,5999.27797833935
3093,Lakshminarayana Pura,1149.0,2,1,75.0,2,6527.415143603133
3094,Sarjapur  Road,2180.0,3,2,170.0,3,7798.165137614679
3095,TC Palaya,1200.0,7,1,110.0,8,9166.666666666666
3096,other,12000.0,12,9,525.0,10,4375.0
3098,Hulimavu,1818.0,3,1,135.0,3,7425.742574257426
3101,Nagarbhavi,1350.0,2,2,54.6,3,4044.4444444444443
3102,Chandapura,630.0,1,1,27.0,2,4285.714285714285
3103,Hoodi,1430.0,2,2,113.0,2,7902.097902097902
3104,Nagavara,2430.0,4,3,180.0,3,7407.407407407408
3106,Sarjapur  Road,1084.0,2,3,55.0,2,5073.8007380073805
3107,Hennur Road,1186.0,2,1,56.0,3,4721.753794266442
3108,Kengeri,1255.0,2,2,50.0,2,3984.06374501992
3109,Haralur Road,3400.0,5,3,240.0,4,7058.823529411765
3110,Hosa Road,1541.0,3,1,69.84,3,4532.121998702141
3111,Iblur Village,3596.0,5,1,282.0,4,7842.046718576195
3112,Raja Rajeshwari Nagar,1295.0,2,2,70.0,2,5405.405405405405
3113,Kasavanhalli,1000.0,4,3,110.0,3,11000.0
3114,other,2820.0,3,2,285.0,3,10106.382978723404
3115,7th Phase JP Nagar,1370.0,2,2,54.79,3,3999.2700729927005
3116,Electronic City,1100.0,2,1,40.0,2,3636.3636363636365
3117,Hebbal,4772.0,6,2,510.0,4,10687.34283319363
3119,7th Phase JP Nagar,1370.0,2,1,54.79,3,3999.2700729927005
3120,JP Nagar,1200.0,2,2,62.0,2,5166.666666666667
3121,Gunjur,2000.0,3,0,95.0,4,4750.0
3122,9th Phase JP Nagar,3500.0,4,3,300.0,4,8571.42857142857
3124,Kengeri,2400.0,5,2,253.0,4,10541.666666666666
3125,Sarjapur  Road,1220.0,3,2,62.0,3,5081.9672131147545
3126,other,1950.0,3,2,130.0,3,6666.666666666667
3127,Somasundara Palya,1178.0,2,3,73.0,2,6196.9439728353145
3128,Dasanapura,1286.0,3,2,61.44,3,4777.604976671851
3129,Begur Road,1160.0,2,2,42.0,2,3620.689655172414
3130,Jigani,918.0,2,2,55.0,2,5991.285403050109
3131,Electronic City,1563.0,3,2,91.84,3,5875.879718490083
3132,other,1326.0,2,1,62.17,2,4688.536953242836
3133,other,1350.0,2,2,140.0,3,10370.37037037037
3134,Hebbal,3960.0,5,3,386.0,4,9747.474747474747
3136,Kaggadasapura,1325.0,2,2,50.0,2,3773.5849056603774
3137,Sonnenahalli,1100.0,2,1,44.0,2,4000.0
3140,Hennur Road,5600.0,5,3,515.0,5,9196.42857142857
3141,Somasundara Palya,1260.0,2,1,60.0,2,4761.9047619047615
3142,Hoodi,1553.0,3,2,83.09,3,5350.289761751449
3143,Whitefield,1280.0,2,2,52.0,2,4062.5
3144,Hebbal,1550.0,2,2,75.0,3,4838.709677419355
3145,Arekere,1445.0,2,2,125.0,3,8650.519031141868
3146,Murugeshpalya,1550.0,3,2,74.0,3,4774.193548387097
3147,Electronics City Phase 1,1515.0,2,1,80.91,3,5340.59405940594
3148,Hosa Road,1332.0,2,1,86.12,3,6465.465465465465
3149,Electronic City,1652.0,3,2,70.0,3,4237.28813559322
3150,Hegde Nagar,1570.0,3,1,105.0,3,6687.898089171975
3152,Sector 2 HSR Layout,794.0,1,1,60.0,1,7556.675062972292
3153,Seegehalli,1200.0,2,0,62.0,3,5166.666666666667
3154,7th Phase JP Nagar,3600.0,3,2,410.0,4,11388.888888888889
3158,HRBR Layout,2800.0,3,2,250.0,3,8928.57142857143
3159,Sarjapur  Road,1750.0,3,2,110.0,3,6285.714285714285
3160,Hebbal,1053.0,2,1,48.0,2,4558.404558404558
3161,Kanakpura Road,1100.0,3,2,53.0,3,4818.181818181818
3162,Kadubeesanahalli,1665.0,3,3,70.0,3,4204.204204204204
3163,other,4051.0,4,3,345.0,4,8516.415699827203
3165,Bommasandra,1447.0,3,2,80.0,3,5528.6800276434005
3166,Balagere,1012.0,2,1,75.0,2,7411.067193675889
3168,Narayanapura,1308.0,2,2,92.66,2,7084.0978593272175
3169,Green Glen Layout,3250.0,4,3,230.0,4,7076.923076923077
3170,Hormavu,1351.0,2,1,53.0,1,3923.019985196151
3173,Gunjur,1140.0,2,2,49.11,2,4307.894736842105
3174,Jakkur,3181.0,4,0,260.5,4,8189.248663942157
3175,Uttarahalli,1250.0,2,1,55.0,3,4400.0
3177,Ambedkar Nagar,1424.0,2,2,90.0,2,6320.224719101124
3178,Garudachar Palya,1320.0,2,2,60.6,3,4590.909090909091
3179,Akshaya Nagar,1662.0,3,2,85.5,3,5144.404332129964
3181,Begur Road,1200.0,2,2,45.0,2,3750.0
3182,Koramangala,1975.0,3,2,210.0,3,10632.911392405063
3183,Garudachar Palya,1295.0,2,2,59.5,3,4594.594594594595
3184,Battarahalli,1777.0,3,2,100.0,3,5627.462014631401
3185,Kadugodi,1900.0,3,2,108.0,3,5684.210526315789
3186,Anandapura,1576.0,3,2,59.1,3,3750.0
3187,other,1020.0,2,3,41.0,2,4019.607843137255
3188,other,2100.0,3,3,170.0,3,8095.238095238095
3189,Raja Rajeshwari Nagar,648.0,1,1,31.75,1,4899.691358024691
3192,Hoodi,1220.0,2,2,50.89,2,4171.311475409836
3194,Vittasandra,1259.0,2,1,67.4,2,5353.455123113583
3195,Gottigere,2000.0,4,2,82.0,4,4100.0
3196,8th Phase JP Nagar,1800.0,3,1,80.0,3,4444.444444444444
3197,other,1991.0,3,2,160.0,3,8036.162732295329
3198,Bannerghatta,1665.0,3,3,110.0,3,6606.606606606607
3199,other,1234.0,2,1,61.0,2,4943.273905996759
3200,Mysore Road,1340.0,2,2,64.31,3,4799.253731343284
3201,Banashankari,1170.0,2,2,46.79,2,3999.1452991452993
3202,Electronics City Phase 1,995.0,2,0,46.0,2,4623.115577889447
3203,Old Airport Road,1075.0,2,2,60.0,2,5581.395348837209
3204,Electronic City,1025.0,2,1,54.5,2,5317.073170731707
3205,Rachenahalli,2721.0,3,2,113.0,3,4152.884968761485
3206,Thanisandra,2000.0,3,2,99.0,3,4950.0
3207,Whitefield,2500.0,4,3,155.0,4,6200.0
3208,Mallasandra,1325.0,2,2,70.0,2,5283.018867924528
3209,Kadugodi,1314.0,2,3,68.2,2,5190.258751902587
3210,Kanakpura Road,2265.0,3,2,136.0,3,6004.415011037528
3211,7th Phase JP Nagar,4800.0,7,0,170.0,7,3541.6666666666665
3212,Yelahanka,1026.0,2,1,41.0,2,3996.101364522417
3213,other,1200.0,3,2,66.0,3,5500.0
3215,KR Puram,1192.0,2,0,51.22,2,4296.979865771812
3216,Hebbal,1420.0,2,1,99.39,2,6999.295774647887
3217,Sarjapur  Road,1888.0,4,1,95.0,3,5031.779661016949
3218,JP Nagar,1300.0,2,1,90.87,2,6990.0
3219,Rajaji Nagar,1216.0,2,0,97.16,2,7990.131578947368
3220,other,3000.0,4,3,342.0,4,11400.0
3221,Begur,1559.0,3,2,63.0,3,4041.0519563822963
3222,Harlur,1290.0,2,1,87.0,2,6744.186046511628
3223,other,2400.0,6,5,245.0,6,10208.333333333334
3224,Whitefield,905.0,1,1,55.0,1,6077.348066298343
3225,other,1069.0,2,1,55.0,2,5144.9953227315245
3227,Koramangala,1900.0,2,1,200.0,2,10526.315789473685
3229,Sarjapur  Road,1300.0,3,2,60.0,3,4615.384615384615
3232,Ambedkar Nagar,2150.0,4,2,125.0,3,5813.953488372093
3233,Marathahalli,1305.0,2,1,69.0,3,5287.35632183908
3234,Kanakpura Road,1252.0,2,1,56.32,2,4498.402555910543
3235,Hosakerehalli,2400.0,5,4,250.0,5,10416.666666666666
3236,Whitefield,1200.0,2,1,46.13,2,3844.1666666666665
3237,Koramangala,1750.0,3,1,130.0,3,7428.571428571428
3238,Electronic City Phase II,545.0,1,1,35.0,2,6422.018348623853
3239,other,1375.0,2,1,105.0,2,7636.363636363636
3240,Subramanyapura,1313.0,2,2,66.5,2,5064.737242955065
3241,Attibele,3640.0,4,1,275.0,4,7554.945054945055
3242,other,1693.0,3,2,108.0,3,6379.208505611341
3243,other,1160.0,2,1,41.75,2,3599.137931034483
3245,Subramanyapura,1255.0,2,2,79.0,3,6294.820717131474
3246,KR Puram,1000.0,4,1,75.0,4,7500.0
3247,other,900.0,2,1,45.0,2,5000.0
3248,Yelahanka New Town,1700.0,3,2,90.0,3,5294.117647058823
3249,Indira Nagar,1875.0,3,1,180.0,3,9600.0
3250,Uttarahalli,1700.0,3,2,88.0,3,5176.470588235294
3251,Harlur,1749.0,3,2,115.0,3,6575.18582046884
3252,Dasanapura,1500.0,3,1,65.0,2,4333.333333333333
3253,other,1175.0,2,1,48.0,2,4085.1063829787236
3254,Akshaya Nagar,1280.0,2,1,60.0,2,4687.5
3255,other,1200.0,2,2,50.0,2,4166.666666666667
3256,Ramagondanahalli,1610.0,2,2,115.0,3,7142.857142857143
3257,Electronic City,1070.0,2,1,46.0,2,4299.065420560748
3258,TC Palaya,1200.0,2,0,66.0,2,5500.0
3259,9th Phase JP Nagar,1127.0,2,1,50.0,2,4436.557231588287
3260,Indira Nagar,1210.0,2,1,102.0,2,8429.752066115703
3261,other,600.0,2,1,23.0,2,3833.3333333333335
3262,Thigalarapalya,4190.0,4,3,380.0,4,9069.212410501194
3263,other,1364.0,2,2,70.0,2,5131.964809384164
3264,Whitefield,2268.0,3,0,146.0,4,6437.389770723104
3265,other,1150.0,2,2,77.5,3,6739.130434782609
3267,Magadi Road,1345.0,2,2,55.0,2,4089.2193308550186
3268,other,1110.0,2,2,41.0,2,3693.6936936936936
3269,Kengeri,750.0,2,1,36.0,2,4800.0
3270,other,1156.0,2,2,49.5,2,4282.006920415225
3271,Pattandur Agrahara,1247.0,2,1,59.8,2,4795.50922213312
3272,other,1058.0,2,2,60.0,2,5671.077504725898
3273,Kaggalipura,950.0,2,1,48.0,2,5052.631578947368
3274,other,420.0,2,0,35.0,2,8333.333333333334
3276,Vijayanagar,1520.0,2,1,103.0,3,6776.315789473684
3277,Marathahalli,1215.0,2,2,58.86,2,4844.444444444444
3279,Hennur Road,2350.0,3,2,174.0,3,7404.255319148936
3280,Thanisandra,1050.0,2,2,46.0,2,4380.952380952381
3281,other,1672.0,3,2,150.0,3,8971.291866028709
3282,other,2800.0,5,2,125.0,5,4464.285714285715
3283,other,1500.0,2,2,65.0,3,4333.333333333333
3284,other,1400.0,2,2,65.0,2,4642.857142857143
3285,Whitefield,5380.0,4,2,378.0,4,7026.022304832713
